year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2010,9,3,21,118.0,19.0,22.0,1013.0,cv,2.23,0.0,0.0
2010,6,7,17,113.0,13.0,31.0,1011.0,SE,29.51,0.0,0.0
2012,8,17,23,185.0,22.0,25.0,1007.0,SE,51.41,0.0,0.0
2013,10,26,1,34.0,-3.0,4.0,1025.0,NW,8.05,0.0,0.0
2014,7,28,0,93.0,20.0,27.0,1005.0,SE,50.08,0.0,0.0
2010,11,20,12,219.0,-2.0,11.0,1011.0,cv,1.79,0.0,0.0
2013,3,10,15,33.0,-20.0,12.0,1024.0,SE,33.53,0.0,0.0
2014,1,20,19,8.0,-23.0,0.0,1032.0,NW,258.37,0.0,0.0
2012,12,6,4,47.0,-18.0,-9.0,1023.0,SE,1.79,0.0,0.0
2010,8,22,9,32.0,17.0,23.0,1014.0,NE,6.71,0.0,0.0
2012,10,19,19,271.0,8.0,11.0,1015.0,cv,1.34,0.0,0.0
2013,11,11,7,17.0,-11.0,-1.0,1031.0,NW,10.29,0.0,0.0
2014,10,27,11,43.0,-11.0,13.0,1034.0,cv,7.59,0.0,0.0
2011,9,2,2,40.0,17.0,18.0,1010.0,SE,40.65,0.0,0.0
2013,8,31,10,19.0,7.0,27.0,1013.0,NW,3.13,0.0,0.0
2013,3,6,0,302.0,-6.0,2.0,1014.0,NW,3.13,0.0,0.0
2013,11,22,22,352.0,-5.0,3.0,1022.0,cv,1.78,0.0,0.0
2012,5,9,13,99.0,6.0,28.0,1013.0,SE,11.63,0.0,0.0
2013,4,30,5,15.0,-4.0,10.0,1014.0,cv,0.89,0.0,0.0
2011,5,22,11,69.0,5.0,26.0,1012.0,cv,3.13,0.0,0.0
2012,8,24,8,124.0,18.0,21.0,1015.0,cv,0.89,0.0,0.0
2012,2,4,8,17.0,-23.0,-7.0,1029.0,NE,16.54,0.0,0.0
2013,4,4,23,118.0,5.0,6.0,1016.0,NW,45.59,0.0,8.0
2014,8,16,5,52.0,17.0,20.0,1008.0,NW,5.37,0.0,0.0
2011,10,2,17,9.0,-3.0,18.0,1028.0,SE,1.79,0.0,0.0
2010,4,19,21,167.0,9.0,12.0,1018.0,SE,29.95,0.0,0.0
2014,1,3,20,50.0,-16.0,1.0,1024.0,cv,2.23,0.0,0.0
2011,11,30,21,100.0,-9.0,3.0,1037.0,cv,1.79,0.0,0.0
2013,7,18,21,99.0,21.0,25.0,1004.0,SE,47.82,0.0,0.0
2013,8,26,5,74.0,17.0,20.0,1005.0,NW,3.13,0.0,0.0
2013,11,24,14,69.0,-15.0,11.0,1013.0,NW,37.55,0.0,0.0
2014,1,20,5,8.0,-21.0,-2.0,1028.0,NW,109.06,0.0,0.0
2014,12,8,17,136.0,-13.0,1.0,1034.0,cv,2.68,0.0,0.0
2010,7,15,14,196.0,22.0,24.0,1006.0,SE,10.74,0.0,3.0
2014,11,25,12,157.0,-1.0,6.0,1021.0,cv,4.46,0.0,0.0
2014,8,12,18,31.0,16.0,29.0,1005.0,SE,8.5,0.0,0.0
2012,5,21,23,168.0,17.0,23.0,1013.0,SE,27.27,0.0,0.0
2010,3,16,3,67.0,-9.0,-4.0,1024.0,cv,2.67,0.0,0.0
2012,11,1,9,57.0,0.0,8.0,1021.0,NW,4.92,0.0,0.0
2014,5,28,3,27.0,6.0,20.0,1002.0,SE,1.79,0.0,0.0
2014,4,19,8,72.0,4.0,13.0,1022.0,SE,5.36,0.0,0.0
2010,9,14,3,310.0,17.0,19.0,1013.0,NW,0.89,0.0,0.0
2011,4,29,0,165.0,8.0,16.0,1002.0,cv,0.89,0.0,0.0
2011,3,13,6,320.0,-3.0,4.0,1009.0,NW,1.79,0.0,0.0
2014,1,11,3,262.0,-19.0,-10.0,1032.0,NW,2.68,0.0,0.0
2013,10,21,18,69.0,3.0,13.0,1022.0,cv,0.45,0.0,0.0
2012,1,20,1,315.0,-7.0,-4.0,1032.0,NW,9.84,0.0,0.0
2013,2,27,18,277.0,-17.0,11.0,1013.0,SE,6.71,0.0,0.0
2010,6,17,17,36.0,17.0,20.0,1001.0,NW,4.92,0.0,0.0
2010,3,22,7,102.0,-2.0,4.0,1011.0,SE,2.68,0.0,0.0
2013,3,21,15,183.0,-2.0,8.0,1006.0,SE,1.79,0.0,0.0
2013,5,20,1,25.0,-1.0,13.0,1003.0,SE,0.89,0.0,0.0
2011,3,25,2,13.0,-18.0,4.0,1029.0,NW,229.78,0.0,0.0
2013,9,4,21,90.0,18.0,20.0,1015.0,cv,1.34,0.0,2.0
2010,10,12,5,51.0,6.0,6.0,1024.0,cv,2.23,0.0,0.0
2012,1,2,13,39.0,-17.0,1.0,1026.0,NW,8.94,0.0,0.0
2013,7,12,13,52.0,22.0,31.0,1005.0,SE,1.79,0.0,0.0
2012,7,7,19,134.0,24.0,29.0,1000.0,SE,35.31,0.0,0.0
2010,11,11,18,9.0,-2.0,9.0,1010.0,NW,113.94,0.0,0.0
2010,3,10,10,70.0,-15.0,2.0,1024.0,NW,3.13,0.0,0.0
2013,7,29,8,74.0,22.0,28.0,1000.0,cv,0.89,0.0,0.0
2011,1,4,2,153.0,-16.0,-11.0,1028.0,NW,3.13,0.0,0.0
2014,10,25,12,331.0,12.0,17.0,1011.0,cv,1.78,0.0,0.0
2012,7,19,16,126.0,23.0,31.0,1004.0,SE,23.27,0.0,0.0
2011,2,2,5,47.0,-19.0,-4.0,1020.0,NW,4.02,0.0,0.0
2013,10,18,17,234.0,6.0,15.0,1023.0,SE,11.62,0.0,0.0
2011,12,11,22,79.0,-10.0,3.0,1027.0,NE,1.79,0.0,0.0
2010,5,21,2,96.0,10.0,22.0,1007.0,SE,53.64,0.0,0.0
2011,9,18,5,32.0,4.0,10.0,1026.0,cv,0.89,0.0,0.0
2011,7,20,12,24.0,22.0,25.0,1003.0,cv,0.89,0.0,0.0
2012,6,11,1,27.0,5.0,22.0,999.0,SE,32.18,0.0,0.0
2013,5,22,6,77.0,11.0,18.0,1010.0,NE,0.89,0.0,0.0
2013,11,7,20,89.0,-5.0,5.0,1019.0,NE,0.89,0.0,0.0
2012,4,17,14,121.0,5.0,25.0,1005.0,SE,12.96,0.0,0.0
2013,12,2,10,76.0,-13.0,5.0,1019.0,NW,11.18,0.0,0.0
2010,1,18,11,137.0,-9.0,-3.0,1028.0,NW,13.41,0.0,0.0
2011,10,29,23,332.0,6.0,7.0,1021.0,cv,0.89,0.0,0.0
2012,3,31,5,10.0,-16.0,6.0,1019.0,NW,34.86,0.0,0.0
2013,6,28,0,184.0,23.0,27.0,1000.0,SE,3.13,0.0,0.0
2013,3,4,22,60.0,-12.0,7.0,1022.0,SE,26.37,0.0,0.0
2013,8,16,10,96.0,25.0,28.0,997.0,cv,0.89,0.0,0.0
2012,2,5,20,132.0,-12.0,-4.0,1018.0,SE,14.74,0.0,0.0
2011,1,15,6,10.0,-27.0,-11.0,1041.0,NW,240.49,0.0,0.0
2010,10,6,17,264.0,15.0,22.0,1012.0,SE,12.97,0.0,0.0
2011,2,2,13,55.0,-20.0,7.0,1019.0,NW,31.73,0.0,0.0
2011,2,4,0,299.0,-15.0,-6.0,1019.0,NE,0.89,0.0,0.0
2014,2,13,1,237.0,-9.0,-4.0,1036.0,SE,32.63,0.0,0.0
2012,9,26,7,18.0,13.0,15.0,1021.0,NW,9.84,0.0,0.0
2011,9,27,10,294.0,16.0,20.0,1018.0,NE,1.79,0.0,0.0
2013,7,3,19,20.0,17.0,33.0,994.0,NW,31.73,0.0,0.0
2011,12,24,16,22.0,-17.0,3.0,1026.0,NW,35.76,0.0,0.0
2013,9,18,4,126.0,18.0,20.0,1019.0,cv,0.89,0.0,0.0
2012,3,12,20,83.0,-16.0,4.0,1023.0,SE,23.24,0.0,0.0
2014,4,13,8,157.0,5.0,12.0,1019.0,SE,1.79,0.0,0.0
2010,7,20,1,60.0,19.0,22.0,1003.0,NW,4.02,0.0,3.0
2014,11,17,17,16.0,-13.0,12.0,1029.0,NW,36.67,0.0,0.0
2012,6,19,3,185.0,17.0,22.0,1002.0,SE,27.27,0.0,0.0
2010,2,4,18,91.0,-20.0,-4.0,1025.0,NE,11.63,0.0,0.0
2012,12,1,18,93.0,-8.0,-4.0,1026.0,SE,29.96,0.0,0.0
2012,2,2,21,75.0,-23.0,-10.0,1031.0,cv,4.45,0.0,0.0
2010,12,13,12,17.0,-24.0,-5.0,1030.0,NE,95.2,0.0,0.0
2012,5,4,23,45.0,5.0,22.0,1009.0,NE,1.79,0.0,0.0
2011,2,23,0,399.0,-4.0,0.0,1018.0,cv,4.01,0.0,0.0
2012,6,17,13,104.0,12.0,36.0,1001.0,SE,5.81,0.0,0.0
2011,1,29,20,16.0,-22.0,-6.0,1035.0,NW,60.35,0.0,0.0
2013,8,21,19,74.0,17.0,26.0,1006.0,SE,26.38,0.0,0.0
2010,4,5,12,176.0,1.0,16.0,1012.0,SE,5.81,0.0,0.0
2013,2,18,16,38.0,-15.0,4.0,1025.0,SE,12.07,0.0,0.0
2011,6,16,16,123.0,18.0,23.0,1005.0,SE,14.31,0.0,0.0
2012,2,14,16,23.0,-24.0,3.0,1027.0,SE,1.79,0.0,0.0
2014,10,4,9,58.0,13.0,14.0,1019.0,SE,27.27,0.0,0.0
2014,2,25,20,507.0,-5.0,3.0,1025.0,NW,1.79,0.0,0.0
2013,12,23,3,384.0,-15.0,-9.0,1031.0,NW,6.71,0.0,0.0
2012,10,29,21,9.0,-7.0,7.0,1029.0,NW,17.88,0.0,0.0
2010,4,12,13,40.0,-15.0,11.0,1018.0,NW,57.67,0.0,0.0
2010,12,16,1,28.0,-22.0,-9.0,1025.0,NW,22.8,0.0,0.0
2013,4,7,2,55.0,-7.0,6.0,1010.0,SE,31.3,0.0,0.0
2014,10,7,15,158.0,9.0,21.0,1018.0,SE,1.79,0.0,0.0
2010,11,22,8,69.0,-8.0,-2.0,1022.0,NW,3.58,0.0,0.0
2012,6,17,12,111.0,13.0,34.0,1002.0,cv,0.89,0.0,0.0
2012,9,24,11,61.0,15.0,23.0,1019.0,cv,0.89,0.0,0.0
2011,11,6,17,46.0,1.0,12.0,1026.0,cv,2.67,0.0,0.0
2011,4,25,6,91.0,2.0,11.0,1004.0,SE,4.92,0.0,0.0
2014,7,9,5,21.0,18.0,22.0,1005.0,NW,8.5,0.0,0.0
2014,3,16,1,188.0,-9.0,10.0,1015.0,SE,32.64,0.0,0.0
2011,3,1,4,17.0,-12.0,-3.0,1028.0,NW,8.05,0.0,0.0
2012,12,15,13,305.0,0.0,2.0,1023.0,cv,3.12,0.0,0.0
2011,11,1,23,38.0,6.0,8.0,1026.0,NW,31.28,0.0,0.0
2010,10,30,15,9.0,-4.0,20.0,1025.0,cv,2.68,0.0,0.0
2014,4,9,17,65.0,-8.0,27.0,1010.0,NE,26.37,0.0,0.0
2011,9,27,23,178.0,14.0,17.0,1015.0,cv,0.89,0.0,0.0
2012,2,28,23,161.0,-9.0,1.0,1020.0,SE,42.91,0.0,0.0
2011,5,29,11,109.0,18.0,26.0,1008.0,cv,3.58,0.0,0.0
2014,7,14,13,22.0,15.0,35.0,1002.0,SE,3.13,0.0,0.0
2010,3,21,2,46.0,-5.0,2.0,1018.0,cv,1.78,0.0,0.0
2010,10,18,4,90.0,2.0,8.0,1028.0,cv,0.89,0.0,0.0
2011,9,12,0,68.0,14.0,14.0,1018.0,SE,1.79,0.0,0.0
2014,1,19,4,112.0,-7.0,-2.0,1027.0,cv,0.89,0.0,0.0
2010,3,11,9,183.0,-9.0,1.0,1013.0,SE,0.89,0.0,0.0
2010,1,18,19,408.0,-7.0,-3.0,1025.0,SE,0.89,0.0,0.0
2014,7,18,2,154.0,22.0,26.0,1006.0,SE,3.13,0.0,0.0
2014,9,6,15,127.0,20.0,28.0,1010.0,SE,9.84,0.0,0.0
2010,3,23,14,53.0,-8.0,13.0,1019.0,SE,34.86,0.0,0.0
2013,8,16,15,127.0,26.0,30.0,997.0,NE,3.13,0.0,0.0
2011,5,12,1,75.0,-12.0,18.0,1010.0,NW,120.24,0.0,0.0
2014,6,1,21,51.0,17.0,19.0,1011.0,NW,7.15,0.0,0.0
2012,8,27,20,43.0,22.0,25.0,1009.0,SE,25.49,0.0,0.0
2013,3,5,0,80.0,-12.0,7.0,1021.0,SE,34.42,0.0,0.0
2011,12,8,11,11.0,-15.0,-2.0,1040.0,NW,13.85,0.0,0.0
2011,5,27,22,137.0,16.0,23.0,1010.0,SE,37.98,0.0,0.0
2010,1,13,16,47.0,-21.0,-5.0,1028.0,NW,299.06,0.0,0.0
2013,11,25,9,19.0,-19.0,4.0,1020.0,NW,110.87,0.0,0.0
2011,2,17,8,237.0,-6.0,-3.0,1026.0,NW,20.56,0.0,0.0
2014,7,18,18,96.0,22.0,34.0,1005.0,SE,16.98,0.0,0.0
2014,9,24,11,17.0,16.0,22.0,1017.0,SE,1.79,0.0,0.0
2012,4,17,9,108.0,3.0,16.0,1012.0,SE,75.54,0.0,0.0
2010,7,30,19,205.0,26.0,29.0,998.0,cv,0.89,0.0,0.0
2011,10,21,6,248.0,8.0,9.0,1021.0,cv,2.67,0.0,0.0
2014,11,12,9,5.0,-20.0,5.0,1027.0,NW,215.04,0.0,0.0
2012,8,26,23,128.0,21.0,24.0,1010.0,SE,42.92,0.0,0.0
2010,12,26,9,30.0,-17.0,-4.0,1018.0,NW,31.75,0.0,0.0
2014,11,7,7,73.0,-4.0,1.0,1033.0,NW,1.78,0.0,0.0
2014,1,15,4,196.0,-17.0,-10.0,1033.0,NW,6.26,0.0,0.0
2012,5,25,2,84.0,4.0,16.0,1011.0,cv,3.56,0.0,0.0
2011,4,11,5,16.0,-14.0,6.0,1023.0,SE,1.79,0.0,0.0
2012,2,16,14,15.0,-22.0,3.0,1028.0,NW,80.92,0.0,0.0
2013,11,3,7,14.0,-3.0,12.0,1022.0,NW,5.81,0.0,0.0
2013,3,28,6,17.0,-13.0,2.0,1022.0,NW,1.79,0.0,0.0
2014,10,7,1,94.0,7.0,11.0,1020.0,SE,4.47,0.0,0.0
2013,9,2,3,29.0,14.0,18.0,1015.0,NW,0.89,0.0,0.0
2014,2,3,12,6.0,-36.0,0.0,1027.0,NW,71.09,0.0,0.0
2010,9,4,16,78.0,16.0,28.0,1011.0,SE,6.26,0.0,0.0
2013,1,24,11,32.0,-17.0,3.0,1023.0,NW,30.84,0.0,0.0
2014,12,5,21,130.0,-15.0,-6.0,1026.0,SE,1.79,0.0,0.0
2014,8,4,12,5.0,19.0,22.0,1005.0,NE,30.4,0.0,1.0
2014,8,12,9,8.0,11.0,29.0,1007.0,NE,6.26,0.0,0.0
2010,11,20,5,282.0,-2.0,1.0,1011.0,NW,7.15,0.0,0.0
2014,1,13,22,287.0,-17.0,-7.0,1032.0,SE,0.89,0.0,0.0
2012,10,29,4,43.0,4.0,9.0,1024.0,cv,1.78,0.0,0.0
2010,2,25,23,55.0,-6.0,2.0,1020.0,SE,63.48,0.0,0.0
2011,9,2,1,32.0,17.0,18.0,1010.0,SE,39.76,0.0,0.0
2010,4,29,19,22.0,-7.0,17.0,1014.0,NW,147.52,0.0,0.0
2011,1,25,14,17.0,-20.0,-1.0,1034.0,NW,72.43,0.0,0.0
2014,12,26,18,260.0,-8.0,-3.0,1030.0,NE,0.89,0.0,0.0
2014,2,19,18,15.0,-17.0,2.0,1027.0,SE,8.94,0.0,0.0
2014,2,20,17,347.0,-5.0,0.0,1029.0,SE,26.38,0.0,0.0
2011,8,4,18,117.0,21.0,29.0,1004.0,SE,20.56,0.0,0.0
2010,6,15,9,150.0,19.0,26.0,1003.0,NW,1.79,0.0,0.0
2010,4,30,7,32.0,-6.0,14.0,1017.0,NW,201.17,0.0,0.0
2013,7,13,2,128.0,22.0,25.0,1006.0,SE,38.45,0.0,0.0
2014,3,20,17,9.0,-17.0,18.0,1023.0,cv,0.89,0.0,0.0
2012,11,11,14,15.0,-12.0,6.0,1013.0,NW,203.37,0.0,0.0
2013,8,16,21,148.0,25.0,28.0,998.0,cv,0.89,0.0,0.0
2012,12,11,7,125.0,-12.0,-9.0,1033.0,NE,1.79,0.0,0.0
2012,6,23,12,142.0,20.0,25.0,1002.0,SE,17.44,0.0,0.0
2013,1,20,4,53.0,-11.0,-3.0,1032.0,cv,2.23,0.0,0.0
2010,1,12,16,19.0,-23.0,-11.0,1030.0,NW,101.01,0.0,0.0
2010,3,23,13,54.0,-8.0,13.0,1021.0,SE,29.05,0.0,0.0
2013,2,14,12,9.0,-22.0,1.0,1027.0,NE,61.24,0.0,0.0
2011,1,2,1,31.0,-17.0,-7.0,1037.0,NE,4.02,0.0,0.0
2012,2,11,1,95.0,-19.0,-4.0,1026.0,SE,46.95,0.0,0.0
2011,10,13,4,279.0,14.0,15.0,1013.0,SE,14.32,0.0,0.0
2014,2,20,0,152.0,-7.0,-2.0,1030.0,SE,29.95,0.0,0.0
2011,4,5,10,277.0,-5.0,17.0,1025.0,SE,10.28,0.0,0.0
2014,9,19,3,84.0,11.0,13.0,1015.0,cv,0.89,0.0,0.0
2014,8,21,7,140.0,20.0,24.0,1007.0,cv,0.89,0.0,0.0
2014,5,3,19,117.0,-10.0,19.0,1012.0,NW,65.27,0.0,0.0
2013,1,24,9,20.0,-16.0,1.0,1023.0,NW,12.07,0.0,0.0
2011,8,15,13,116.0,24.0,24.0,1002.0,NE,8.05,0.0,4.0
2011,11,26,22,305.0,-3.0,2.0,1021.0,cv,0.89,0.0,0.0
2013,6,5,2,74.0,18.0,19.0,1012.0,cv,1.78,0.0,5.0
2011,10,17,20,65.0,5.0,9.0,1023.0,cv,1.34,0.0,0.0
2012,4,8,2,123.0,-1.0,10.0,1014.0,NW,8.5,0.0,0.0
2012,1,31,17,17.0,-26.0,-3.0,1026.0,NE,52.3,0.0,0.0
2011,12,6,13,215.0,1.0,3.0,1030.0,cv,0.89,0.0,0.0
2012,2,17,0,7.0,-19.0,-4.0,1030.0,NW,136.35,0.0,0.0
2010,9,19,0,34.0,14.0,16.0,1015.0,SE,8.5,0.0,1.0
2012,11,2,4,126.0,2.0,3.0,1020.0,NW,1.79,0.0,0.0
2013,5,15,12,75.0,4.0,26.0,1017.0,cv,3.58,0.0,0.0
2013,7,26,9,54.0,17.0,28.0,1004.0,cv,1.78,0.0,0.0
2011,1,27,8,18.0,-20.0,-7.0,1043.0,NE,5.81,0.0,0.0
2011,2,10,12,81.0,-4.0,-3.0,1028.0,SE,75.56,14.0,0.0
2011,1,17,11,26.0,-20.0,-4.0,1037.0,NW,48.71,0.0,0.0
2011,5,6,15,32.0,-5.0,26.0,1001.0,NW,63.03,0.0,0.0
2010,1,4,7,29.0,-21.0,-13.0,1027.0,NW,73.75,0.0,0.0
2013,3,17,6,232.0,0.0,4.0,1013.0,SE,1.79,0.0,0.0
2014,7,28,11,118.0,20.0,33.0,1005.0,cv,5.81,0.0,0.0
2011,8,18,7,10.0,20.0,22.0,1011.0,SE,0.89,0.0,0.0
2013,5,25,9,34.0,12.0,24.0,1012.0,cv,0.89,0.0,0.0
2012,5,12,6,131.0,14.0,15.0,1011.0,SE,3.13,0.0,8.0
2012,3,27,16,31.0,-10.0,25.0,1018.0,NW,58.57,0.0,0.0
2013,5,20,9,27.0,-7.0,24.0,1003.0,SE,8.94,0.0,0.0
2012,3,3,22,104.0,-8.0,-1.0,1027.0,SE,56.33,0.0,0.0
2014,10,24,12,253.0,12.0,17.0,1011.0,cv,1.78,0.0,0.0
2014,12,17,21,245.0,-14.0,-4.0,1030.0,cv,1.78,0.0,0.0
2011,3,30,3,103.0,-5.0,4.0,1021.0,cv,0.89,0.0,0.0
2010,12,17,5,34.0,-18.0,-5.0,1013.0,NW,20.57,0.0,0.0
2013,6,5,6,93.0,18.0,19.0,1012.0,cv,0.89,0.0,0.0
2013,8,15,17,115.0,24.0,32.0,1001.0,SE,17.89,0.0,0.0
2010,1,7,2,43.0,-22.0,-18.0,1036.0,cv,1.34,0.0,0.0
2010,4,11,12,75.0,1.0,5.0,1019.0,SE,100.12,0.0,0.0
2010,11,19,10,559.0,3.0,7.0,1016.0,cv,0.89,0.0,0.0
2014,3,4,15,11.0,-29.0,9.0,1025.0,NW,57.22,0.0,0.0
2011,10,2,9,23.0,0.0,15.0,1033.0,NW,14.75,0.0,0.0
2012,6,3,17,39.0,19.0,22.0,1004.0,NW,3.13,0.0,0.0
2011,3,22,4,8.0,-23.0,1.0,1031.0,NW,186.84,0.0,0.0
2014,10,12,6,8.0,5.0,14.0,1030.0,NW,8.05,0.0,0.0
2014,7,25,18,45.0,15.0,32.0,1004.0,SE,22.35,0.0,0.0
2013,1,15,19,166.0,-8.0,-6.0,1025.0,cv,0.89,0.0,0.0
2014,4,10,17,62.0,-8.0,17.0,1020.0,SE,9.39,0.0,0.0
2012,8,15,4,69.0,17.0,17.0,1005.0,cv,0.89,0.0,0.0
2014,1,21,1,10.0,-20.0,-3.0,1034.0,NW,297.7,0.0,0.0
2012,10,31,22,76.0,0.0,4.0,1019.0,SE,0.89,0.0,0.0
2010,2,10,13,10.0,-26.0,0.0,1031.0,NW,5.81,0.0,0.0
2011,9,18,9,14.0,2.0,16.0,1028.0,NW,4.02,0.0,0.0
2010,9,17,19,14.0,13.0,14.0,1014.0,cv,0.89,0.0,23.0
2010,6,30,20,230.0,20.0,26.0,1001.0,SE,17.44,0.0,0.0
2010,6,24,10,104.0,13.0,27.0,1009.0,SE,1.79,0.0,0.0
2012,8,31,22,180.0,23.0,26.0,1011.0,SE,3.13,0.0,0.0
2012,7,28,5,98.0,24.0,25.0,1004.0,SE,6.71,0.0,0.0
2011,9,12,10,128.0,17.0,17.0,1017.0,cv,4.45,0.0,0.0
2012,2,10,19,34.0,-21.0,0.0,1027.0,SE,27.72,0.0,0.0
2014,1,22,6,107.0,-17.0,-9.0,1025.0,NW,8.05,0.0,0.0
2014,10,16,12,17.0,-6.0,20.0,1022.0,SE,9.84,0.0,0.0
2014,3,5,17,32.0,-23.0,8.0,1024.0,SE,36.65,0.0,0.0
2014,8,17,17,20.0,16.0,30.0,1010.0,SE,19.23,0.0,0.0
2013,12,16,17,202.0,-15.0,-1.0,1029.0,NE,0.89,0.0,0.0
2010,11,28,18,268.0,-12.0,0.0,1020.0,SE,2.68,0.0,0.0
2014,9,30,16,23.0,0.0,15.0,1023.0,SE,3.13,0.0,0.0
2013,10,31,11,126.0,-1.0,13.0,1028.0,NW,21.46,0.0,0.0
2011,7,1,16,94.0,23.0,26.0,1001.0,cv,0.89,0.0,0.0
2011,12,28,13,101.0,-13.0,5.0,1030.0,SE,1.79,0.0,0.0
2011,10,23,5,418.0,12.0,12.0,1016.0,cv,1.78,0.0,0.0
2012,1,11,6,25.0,-19.0,-10.0,1040.0,cv,1.34,0.0,0.0
2011,7,12,13,122.0,22.0,30.0,1008.0,SE,3.13,0.0,0.0
2014,2,9,23,18.0,-21.0,-9.0,1037.0,NW,26.82,0.0,0.0
2011,7,12,16,100.0,21.0,30.0,1007.0,SE,11.18,0.0,0.0
2014,6,9,12,32.0,11.0,28.0,1005.0,NW,1.79,0.0,0.0
2011,5,2,21,34.0,-11.0,17.0,1013.0,NW,118.47,0.0,0.0
2013,6,6,23,156.0,19.0,21.0,1009.0,NW,14.76,0.0,0.0
2013,12,20,13,17.0,-21.0,1.0,1034.0,NE,7.15,0.0,0.0
2010,11,22,23,223.0,-7.0,-1.0,1022.0,cv,0.89,0.0,0.0
2011,1,13,0,144.0,-19.0,-10.0,1022.0,SE,0.89,0.0,0.0
2014,6,18,7,53.0,17.0,20.0,1004.0,NW,3.13,0.0,0.0
2014,11,27,3,176.0,-7.0,6.0,1023.0,NE,4.92,0.0,0.0
2013,8,8,0,21.0,19.0,23.0,1001.0,NW,53.64,0.0,0.0
2012,4,12,0,45.0,-5.0,14.0,1011.0,NW,4.02,0.0,0.0
2014,7,14,20,36.0,18.0,29.0,1001.0,cv,0.89,0.0,0.0
2014,9,3,17,16.0,12.0,30.0,1006.0,SE,10.73,0.0,0.0
2013,2,7,10,10.0,-27.0,-11.0,1040.0,NE,5.81,0.0,0.0
2011,1,31,19,46.0,-20.0,4.0,1025.0,NW,64.36,0.0,0.0
2014,1,18,10,40.0,-19.0,3.0,1035.0,NW,9.39,0.0,0.0
2014,2,11,2,83.0,-15.0,-10.0,1030.0,NE,0.89,0.0,0.0
2013,12,11,5,11.0,-18.0,-4.0,1022.0,SE,1.79,0.0,0.0
2013,1,4,22,205.0,-18.0,-13.0,1029.0,cv,2.68,0.0,0.0
2011,7,6,6,184.0,21.0,23.0,998.0,NE,2.67,0.0,0.0
2012,11,30,3,42.0,-14.0,-2.0,1026.0,NE,12.07,0.0,0.0
2011,5,7,16,45.0,3.0,26.0,1006.0,SE,7.15,0.0,0.0
2011,7,25,1,32.0,24.0,24.0,1000.0,cv,1.78,0.0,0.0
2011,10,20,12,332.0,12.0,15.0,1021.0,SE,5.37,0.0,0.0
2010,2,13,19,113.0,-15.0,-1.0,1027.0,SE,18.32,0.0,0.0
2010,6,21,22,107.0,18.0,26.0,1001.0,SE,4.92,0.0,0.0
2012,5,16,15,30.0,0.0,28.0,1002.0,NW,117.99,0.0,0.0
2011,3,30,5,112.0,-6.0,2.0,1021.0,NW,2.68,0.0,0.0
2013,3,11,4,111.0,-8.0,-1.0,1023.0,SE,0.89,0.0,0.0
2010,8,5,15,13.0,10.0,32.0,1009.0,NW,79.58,0.0,0.0
2014,11,8,7,74.0,-4.0,0.0,1029.0,NW,7.6,0.0,0.0
2010,3,26,18,72.0,-11.0,13.0,1014.0,SE,39.79,0.0,0.0
2011,5,6,7,60.0,4.0,13.0,1003.0,cv,0.89,0.0,0.0
2010,3,2,15,36.0,-12.0,8.0,1021.0,NW,52.32,0.0,0.0
2010,4,14,21,67.0,-3.0,10.0,1023.0,SE,28.61,0.0,0.0
2013,9,14,10,91.0,19.0,25.0,1009.0,SE,1.79,0.0,0.0
2012,3,22,12,94.0,-2.0,11.0,1024.0,SE,16.53,0.0,0.0
2014,12,29,11,134.0,-11.0,5.0,1014.0,cv,3.56,0.0,0.0
2010,4,4,9,184.0,0.0,13.0,1012.0,NE,4.92,0.0,0.0
2012,2,14,5,235.0,-8.0,-3.0,1024.0,NW,16.98,0.0,0.0
2011,5,27,19,96.0,15.0,26.0,1009.0,SE,28.15,0.0,0.0
2010,12,6,6,9.0,-15.0,0.0,1032.0,NW,168.05,0.0,0.0
2014,12,12,7,7.0,-19.0,-2.0,1029.0,NW,68.39,0.0,0.0
2014,11,17,19,47.0,-9.0,4.0,1030.0,cv,1.78,0.0,0.0
2010,6,30,18,174.0,20.0,28.0,1001.0,SE,14.76,0.0,0.0
2011,3,27,10,26.0,-15.0,11.0,1026.0,NW,97.02,0.0,0.0
2012,8,9,23,41.0,22.0,25.0,1007.0,cv,0.89,0.0,0.0
2014,12,5,12,13.0,-23.0,2.0,1027.0,NW,29.05,0.0,0.0
2013,7,24,11,17.0,17.0,34.0,1000.0,cv,2.67,0.0,0.0
2013,6,25,3,58.0,20.0,21.0,1003.0,NW,1.79,0.0,0.0
2011,7,16,18,90.0,21.0,30.0,1002.0,SE,19.67,0.0,0.0
2010,7,29,23,285.0,27.0,30.0,997.0,SE,4.02,0.0,0.0
2011,9,25,10,274.0,15.0,21.0,1018.0,cv,1.78,0.0,0.0
2012,11,11,23,13.0,-12.0,3.0,1019.0,NW,271.76,0.0,0.0
2012,5,23,2,85.0,3.0,21.0,1010.0,NE,4.92,0.0,0.0
2013,8,8,12,35.0,19.0,32.0,1000.0,NW,3.13,0.0,0.0
2011,9,14,13,155.0,18.0,24.0,1010.0,SE,10.28,0.0,0.0
2014,5,20,19,22.0,8.0,28.0,1002.0,SE,12.07,0.0,0.0
