x1,x2,operation_x1,operation_x2,operation_between,latex_expression
3.9,3.7,cos,cos,mul,\cos(3.9) \times \cos(3.7)
0.8,7.5,sqrt,tan,div,\frac{\sqrt{0.8}}{\tan(7.5)}
5.3,3.8,cos,none,div,\frac{\cos(5.3)}{3.8}
5.1,6.7,exp,cos,div,\frac{\exp(5.1)}{\cos(6.7)}
4.9,6.2,exp,none,div,\frac{\exp(4.9)}{6.2}
0.6,7.1,tan,log,add,\tan(0.6) + \log(7.1)
4.5,8.3,cube,none,add,(4.5)^3 + 8.3
1.5,6.8,none,cube,div,\frac{1.5}{(6.8)^3}
1.5,6.5,log,none,div,\frac{\log(1.5)}{6.5}
1.2,5.4,exp,sin,div,\frac{\exp(1.2)}{\sin(5.4)}
0.4,7.7,log,none,div,\frac{\log(0.4)}{7.7}
3.3,8.2,none,none,mul,3.3 \times 8.2
1.6,3.7,none,square,mul,1.6 \times (3.7)^2
1.5,7.6,sin,log,sub,\sin(1.5) - \log(7.6)
3.9,8.8,square,none,add,(3.9)^2 + 8.8
5.0,5.7,square,sin,add,(5.0)^2 + \sin(5.7)
4.6,5.8,cube,cos,mul,(4.6)^3 \times \cos(5.8)
4.3,6.5,square,none,add,(4.3)^2 + 6.5
1.5,5.9,sqrt,sin,mul,\sqrt{1.5} \times \sin(5.9)
1.5,7.5,exp,none,mul,\exp(1.5) \times 7.5
2.0,6.8,sin,cube,mul,\sin(2.0) \times (6.8)^3
2.9,6.8,none,none,add,2.9 + 6.8
1.2,7.5,tan,cos,mul,\tan(1.2) \times \cos(7.5)
2.5,7.6,exp,sqrt,sub,\exp(2.5) - \sqrt{7.6}
5.6,8.4,square,cos,add,(5.6)^2 + \cos(8.4)
1.5,8.3,square,cube,div,\frac{(1.5)^2}{(8.3)^3}
3.4,6.1,cos,log,mul,\cos(3.4) \times \log(6.1)
3.4,7.8,log,square,add,\log(3.4) + (7.8)^2
2.5,4.9,none,none,mul,2.5 \times 4.9
5.1,7.0,tan,sqrt,add,\tan(5.1) + \sqrt{7.0}
5.1,5.1,log,exp,div,\frac{\log(5.1)}{\exp(5.1)}
4.2,7.4,sqrt,square,mul,\sqrt{4.2} \times (7.4)^2
3.4,5.5,sqrt,none,sub,\sqrt{3.4} - 5.5
4.0,8.3,exp,cos,div,\frac{\exp(4.0)}{\cos(8.3)}
3.1,6.3,none,none,mul,3.1 \times 6.3
2.5,8.7,square,sin,add,(2.5)^2 + \sin(8.7)
3.2,7.0,sqrt,sin,mul,\sqrt{3.2} \times \sin(7.0)
2.5,5.6,cube,sin,mul,(2.5)^3 \times \sin(5.6)
3.5,7.9,cube,cos,add,(3.5)^3 + \cos(7.9)
5.0,6.8,sin,log,add,\sin(5.0) + \log(6.8)
4.3,3.2,none,cos,add,4.3 + \cos(3.2)
2.1,7.1,cube,square,mul,(2.1)^3 \times (7.1)^2
4.4,6.9,cube,tan,add,(4.4)^3 + \tan(6.9)
1.5,6.1,none,log,sub,1.5 - \log(6.1)
0.6,7.8,log,tan,add,\log(0.6) + \tan(7.8)
1.4,5.6,exp,sin,add,\exp(1.4) + \sin(5.6)
3.9,3.7,log,sqrt,sub,\log(3.9) - \sqrt{3.7}
1.6,8.6,log,none,div,\frac{\log(1.6)}{8.6}
1.8,5.9,square,none,mul,(1.8)^2 \times 5.9
0.4,6.7,tan,sqrt,mul,\tan(0.4) \times \sqrt{6.7}
3.9,9.9,log,square,sub,\log(3.9) - (9.9)^2
3.0,3.7,square,none,sub,(3.0)^2 - 3.7
3.8,3.5,sqrt,none,add,\sqrt{3.8} + 3.5
5.9,4.8,sqrt,sqrt,sub,\sqrt{5.9} - \sqrt{4.8}
2.3,3.4,sin,none,add,\sin(2.3) + 3.4
4.0,3.5,exp,none,add,\exp(4.0) + 3.5
0.2,3.8,square,sin,div,\frac{(0.2)^2}{\sin(3.8)}
2.6,4.7,cube,cos,mul,(2.6)^3 \times \cos(4.7)
6.0,9.5,none,cos,add,6.0 + \cos(9.5)
2.6,9.1,none,log,div,\frac{2.6}{\log(9.1)}
1.3,6.3,sin,exp,mul,\sin(1.3) \times \exp(6.3)
4.3,7.1,none,sin,add,4.3 + \sin(7.1)
3.2,7.5,tan,cos,add,\tan(3.2) + \cos(7.5)
2.1,4.6,square,none,div,\frac{(2.1)^2}{4.6}
1.0,3.8,sqrt,cos,mul,\sqrt{1.0} \times \cos(3.8)
5.0,7.3,cos,sqrt,sub,\cos(5.0) - \sqrt{7.3}
3.1,8.4,cos,sin,div,\frac{\cos(3.1)}{\sin(8.4)}
4.5,7.1,sqrt,none,mul,\sqrt{4.5} \times 7.1
3.6,9.8,log,tan,sub,\log(3.6) - \tan(9.8)
2.0,6.9,square,none,div,\frac{(2.0)^2}{6.9}
4.0,4.5,none,none,add,4.0 + 4.5
5.7,6.8,sqrt,tan,div,\frac{\sqrt{5.7}}{\tan(6.8)}
4.8,8.1,tan,tan,add,\tan(4.8) + \tan(8.1)
3.4,4.7,sqrt,cos,mul,\sqrt{3.4} \times \cos(4.7)
1.3,5.4,sqrt,cos,div,\frac{\sqrt{1.3}}{\cos(5.4)}
2.0,7.1,sin,sin,div,\frac{\sin(2.0)}{\sin(7.1)}
5.8,8.5,sqrt,sin,div,\frac{\sqrt{5.8}}{\sin(8.5)}
5.7,5.0,tan,sin,sub,\tan(5.7) - \sin(5.0)
2.9,6.5,none,tan,sub,2.9 - \tan(6.5)
3.7,6.5,sin,sqrt,add,\sin(3.7) + \sqrt{6.5}
3.5,4.4,tan,none,mul,\tan(3.5) \times 4.4
2.7,5.5,cos,sqrt,mul,\cos(2.7) \times \sqrt{5.5}
1.8,5.3,log,cube,sub,\log(1.8) - (5.3)^3
1.4,6.8,sqrt,sqrt,div,\frac{\sqrt{1.4}}{\sqrt{6.8}}
2.0,5.4,log,cos,mul,\log(2.0) \times \cos(5.4)
3.8,7.6,tan,square,mul,\tan(3.8) \times (7.6)^2
3.8,3.1,sin,sin,add,\sin(3.8) + \sin(3.1)
4.0,4.6,square,cube,sub,(4.0)^2 - (4.6)^3
0.7,9.3,log,tan,mul,\log(0.7) \times \tan(9.3)
3.4,4.6,log,log,add,\log(3.4) + \log(4.6)
5.9,6.5,none,none,mul,5.9 \times 6.5
0.3,5.2,cos,square,mul,\cos(0.3) \times (5.2)^2
2.2,4.6,sin,sin,sub,\sin(2.2) - \sin(4.6)
1.4,8.4,log,log,add,\log(1.4) + \log(8.4)
5.1,5.6,log,tan,mul,\log(5.1) \times \tan(5.6)
3.4,5.8,tan,cos,add,\tan(3.4) + \cos(5.8)
2.3,6.0,sqrt,cube,mul,\sqrt{2.3} \times (6.0)^3
2.0,6.5,none,none,add,2.0 + 6.5
0.8,3.5,sqrt,cos,mul,\sqrt{0.8} \times \cos(3.5)
4.0,6.9,cos,exp,mul,\cos(4.0) \times \exp(6.9)
2.5,6.8,tan,square,mul,\tan(2.5) \times (6.8)^2
2.9,5.1,none,cube,mul,2.9 \times (5.1)^3
3.1,3.4,none,none,add,3.1 + 3.4
2.3,6.3,square,log,mul,(2.3)^2 \times \log(6.3)
4.0,9.1,sqrt,none,add,\sqrt{4.0} + 9.1
4.9,5.8,none,square,mul,4.9 \times (5.8)^2
3.3,6.7,log,square,mul,\log(3.3) \times (6.7)^2
4.7,4.9,cube,none,mul,(4.7)^3 \times 4.9
2.8,3.0,sin,sin,add,\sin(2.8) + \sin(3.0)
3.5,5.5,exp,none,sub,\exp(3.5) - 5.5
2.6,5.9,log,exp,mul,\log(2.6) \times \exp(5.9)
5.4,6.6,tan,sqrt,sub,\tan(5.4) - \sqrt{6.6}
2.3,3.3,none,cos,sub,2.3 - \cos(3.3)
4.1,8.2,sqrt,none,mul,\sqrt{4.1} \times 8.2
1.8,3.1,log,log,sub,\log(1.8) - \log(3.1)
3.7,5.7,square,sin,add,(3.7)^2 + \sin(5.7)
6.0,7.1,none,cos,add,6.0 + \cos(7.1)
2.8,4.4,cos,exp,add,\cos(2.8) + \exp(4.4)
0.6,4.9,none,sqrt,sub,0.6 - \sqrt{4.9}
3.3,8.0,square,sqrt,sub,(3.3)^2 - \sqrt{8.0}
1.5,6.2,none,none,add,1.5 + 6.2
4.2,8.8,sin,sin,div,\frac{\sin(4.2)}{\sin(8.8)}
3.2,8.6,cos,cube,add,\cos(3.2) + (8.6)^3
4.0,7.8,none,none,add,4.0 + 7.8
4.8,8.9,sqrt,exp,div,\frac{\sqrt{4.8}}{\exp(8.9)}
3.8,8.0,sqrt,log,add,\sqrt{3.8} + \log(8.0)
2.5,5.2,cos,none,sub,\cos(2.5) - 5.2
3.7,9.8,none,exp,div,\frac{3.7}{\exp(9.8)}
1.0,9.8,cos,square,add,\cos(1.0) + (9.8)^2
3.9,7.9,none,exp,add,3.9 + \exp(7.9)
1.7,9.7,log,sin,add,\log(1.7) + \sin(9.7)
2.6,8.2,sin,sqrt,sub,\sin(2.6) - \sqrt{8.2}
4.9,5.1,log,sin,mul,\log(4.9) \times \sin(5.1)
0.4,8.4,sin,tan,mul,\sin(0.4) \times \tan(8.4)
0.3,7.3,square,log,sub,(0.3)^2 - \log(7.3)
2.3,5.8,log,none,add,\log(2.3) + 5.8
3.1,6.9,sin,cos,sub,\sin(3.1) - \cos(6.9)
2.2,6.9,square,sqrt,add,(2.2)^2 + \sqrt{6.9}
4.5,5.4,tan,tan,sub,\tan(4.5) - \tan(5.4)
3.9,8.6,square,none,mul,(3.9)^2 \times 8.6
2.3,7.1,sqrt,none,add,\sqrt{2.3} + 7.1
2.7,3.6,log,square,add,\log(2.7) + (3.6)^2
3.6,4.8,exp,sin,add,\exp(3.6) + \sin(4.8)
1.6,6.5,none,none,add,1.6 + 6.5
1.5,8.8,cos,cos,mul,\cos(1.5) \times \cos(8.8)
2.2,5.5,exp,none,sub,\exp(2.2) - 5.5
3.7,4.6,sin,sqrt,add,\sin(3.7) + \sqrt{4.6}
2.2,8.8,cube,none,mul,(2.2)^3 \times 8.8
0.1,3.2,cos,tan,sub,\cos(0.1) - \tan(3.2)
5.2,5.3,sqrt,square,div,\frac{\sqrt{5.2}}{(5.3)^2}
2.8,5.2,sin,none,add,\sin(2.8) + 5.2
4.9,4.9,sqrt,none,mul,\sqrt{4.9} \times 4.9
6.0,5.1,log,tan,div,\frac{\log(6.0)}{\tan(5.1)}
5.6,5.9,sqrt,sin,add,\sqrt{5.6} + \sin(5.9)
4.5,6.6,tan,square,mul,\tan(4.5) \times (6.6)^2
1.6,6.8,none,exp,add,1.6 + \exp(6.8)
4.9,6.4,tan,none,mul,\tan(4.9) \times 6.4
2.0,6.6,sqrt,tan,mul,\sqrt{2.0} \times \tan(6.6)
0.9,8.7,square,log,sub,(0.9)^2 - \log(8.7)
4.1,6.4,cube,sin,add,(4.1)^3 + \sin(6.4)
4.5,7.2,none,none,add,4.5 + 7.2
3.8,9.2,square,sin,add,(3.8)^2 + \sin(9.2)
2.3,4.8,exp,exp,div,\frac{\exp(2.3)}{\exp(4.8)}
5.0,9.4,log,sin,add,\log(5.0) + \sin(9.4)
4.0,7.5,cos,sin,mul,\cos(4.0) \times \sin(7.5)
5.0,5.2,square,none,add,(5.0)^2 + 5.2
5.1,5.2,none,sqrt,mul,5.1 \times \sqrt{5.2}
3.5,8.6,none,log,mul,3.5 \times \log(8.6)
1.8,8.8,cube,sin,mul,(1.8)^3 \times \sin(8.8)
2.4,7.3,sqrt,sqrt,sub,\sqrt{2.4} - \sqrt{7.3}
1.4,7.7,sqrt,sin,add,\sqrt{1.4} + \sin(7.7)
2.9,5.6,sqrt,sin,add,\sqrt{2.9} + \sin(5.6)
2.6,5.6,cube,none,add,(2.6)^3 + 5.6
4.2,4.5,log,cube,mul,\log(4.2) \times (4.5)^3
3.3,7.1,none,sqrt,add,3.3 + \sqrt{7.1}
3.7,5.7,log,sqrt,add,\log(3.7) + \sqrt{5.7}
4.5,7.3,log,log,mul,\log(4.5) \times \log(7.3)
3.4,4.2,exp,sqrt,add,\exp(3.4) + \sqrt{4.2}
0.4,5.9,log,log,div,\frac{\log(0.4)}{\log(5.9)}
3.7,8.0,log,log,sub,\log(3.7) - \log(8.0)
1.5,7.7,none,log,div,\frac{1.5}{\log(7.7)}
0.1,7.9,sin,none,div,\frac{\sin(0.1)}{7.9}
3.1,6.8,none,log,div,\frac{3.1}{\log(6.8)}
2.6,7.7,tan,sin,mul,\tan(2.6) \times \sin(7.7)
5.2,6.6,tan,cube,sub,\tan(5.2) - (6.6)^3
3.4,7.1,none,none,mul,3.4 \times 7.1
3.1,6.3,sqrt,none,add,\sqrt{3.1} + 6.3
0.7,6.8,log,tan,add,\log(0.7) + \tan(6.8)
5.9,6.2,square,log,div,\frac{(5.9)^2}{\log(6.2)}
4.3,5.5,cube,sqrt,add,(4.3)^3 + \sqrt{5.5}
3.3,5.5,log,square,add,\log(3.3) + (5.5)^2
3.9,7.7,tan,cos,add,\tan(3.9) + \cos(7.7)
2.1,5.4,log,cos,sub,\log(2.1) - \cos(5.4)
5.8,6.8,none,sin,mul,5.8 \times \sin(6.8)
4.6,6.9,sin,sqrt,mul,\sin(4.6) \times \sqrt{6.9}
4.2,6.5,cos,sin,mul,\cos(4.2) \times \sin(6.5)
5.2,3.6,log,cos,mul,\log(5.2) \times \cos(3.6)
4.1,7.7,sqrt,exp,div,\frac{\sqrt{4.1}}{\exp(7.7)}
5.3,8.7,none,log,add,5.3 + \log(8.7)
1.1,5.1,square,cube,mul,(1.1)^2 \times (5.1)^3
3.0,4.9,log,exp,mul,\log(3.0) \times \exp(4.9)
2.0,6.4,square,sin,mul,(2.0)^2 \times \sin(6.4)
1.8,4.2,cos,sin,add,\cos(1.8) + \sin(4.2)
1.9,8.7,sqrt,tan,sub,\sqrt{1.9} - \tan(8.7)
0.8,8.4,log,cube,add,\log(0.8) + (8.4)^3
1.4,6.1,none,cube,mul,1.4 \times (6.1)^3
5.4,7.1,log,sqrt,mul,\log(5.4) \times \sqrt{7.1}
0.1,6.8,log,none,add,\log(0.1) + 6.8
1.8,7.4,none,sqrt,mul,1.8 \times \sqrt{7.4}
1.8,4.8,square,sin,add,(1.8)^2 + \sin(4.8)
4.4,7.0,tan,none,sub,\tan(4.4) - 7.0
2.2,5.3,cube,log,sub,(2.2)^3 - \log(5.3)
3.2,8.6,none,none,mul,3.2 \times 8.6
1.0,6.1,exp,none,mul,\exp(1.0) \times 6.1
1.4,6.8,tan,cos,add,\tan(1.4) + \cos(6.8)
2.8,7.1,sin,none,mul,\sin(2.8) \times 7.1
2.4,9.6,none,cos,sub,2.4 - \cos(9.6)
4.8,5.2,none,cube,mul,4.8 \times (5.2)^3
2.4,3.5,cos,sin,add,\cos(2.4) + \sin(3.5)
4.3,6.9,log,cos,div,\frac{\log(4.3)}{\cos(6.9)}
2.5,9.1,tan,sin,mul,\tan(2.5) \times \sin(9.1)
5.9,8.9,log,sqrt,mul,\log(5.9) \times \sqrt{8.9}
4.9,5.5,cos,none,mul,\cos(4.9) \times 5.5
0.2,7.2,cube,log,sub,(0.2)^3 - \log(7.2)
1.0,9.8,none,sqrt,mul,1.0 \times \sqrt{9.8}
4.7,4.0,log,square,div,\frac{\log(4.7)}{(4.0)^2}
3.6,6.3,cube,sqrt,div,\frac{(3.6)^3}{\sqrt{6.3}}
1.8,4.2,log,cos,add,\log(1.8) + \cos(4.2)
0.5,5.9,sin,none,sub,\sin(0.5) - 5.9
3.0,3.5,log,square,mul,\log(3.0) \times (3.5)^2
2.5,4.2,log,cos,add,\log(2.5) + \cos(4.2)
2.8,4.0,tan,sqrt,add,\tan(2.8) + \sqrt{4.0}
3.1,4.7,log,exp,mul,\log(3.1) \times \exp(4.7)
4.8,7.8,sin,tan,add,\sin(4.8) + \tan(7.8)
5.7,7.2,sin,none,add,\sin(5.7) + 7.2
3.2,5.0,none,cos,sub,3.2 - \cos(5.0)
5.4,9.1,cos,cos,mul,\cos(5.4) \times \cos(9.1)
3.6,7.5,none,exp,mul,3.6 \times \exp(7.5)
3.7,5.9,none,square,sub,3.7 - (5.9)^2
5.0,7.7,log,cos,mul,\log(5.0) \times \cos(7.7)
5.6,8.6,cos,exp,add,\cos(5.6) + \exp(8.6)
4.2,5.5,square,tan,sub,(4.2)^2 - \tan(5.5)
4.6,6.3,log,sin,sub,\log(4.6) - \sin(6.3)
1.7,7.5,none,none,sub,1.7 - 7.5
0.8,8.7,sqrt,none,sub,\sqrt{0.8} - 8.7
2.9,3.4,log,sqrt,mul,\log(2.9) \times \sqrt{3.4}
2.9,9.4,log,exp,add,\log(2.9) + \exp(9.4)
5.6,8.2,cube,sin,div,\frac{(5.6)^3}{\sin(8.2)}
1.5,4.4,sqrt,none,sub,\sqrt{1.5} - 4.4
1.8,9.7,sqrt,none,div,\frac{\sqrt{1.8}}{9.7}
3.4,4.7,square,none,sub,(3.4)^2 - 4.7
3.5,5.5,log,none,div,\frac{\log(3.5)}{5.5}
1.6,4.7,cos,none,mul,\cos(1.6) \times 4.7
5.0,7.3,sin,exp,add,\sin(5.0) + \exp(7.3)
6.0,6.7,sin,none,add,\sin(6.0) + 6.7
3.5,6.7,square,tan,add,(3.5)^2 + \tan(6.7)
2.8,4.5,cos,cos,add,\cos(2.8) + \cos(4.5)
3.0,4.8,cos,exp,sub,\cos(3.0) - \exp(4.8)
0.6,8.1,square,cos,add,(0.6)^2 + \cos(8.1)
2.2,5.1,log,sqrt,sub,\log(2.2) - \sqrt{5.1}
0.9,6.9,sqrt,sqrt,mul,\sqrt{0.9} \times \sqrt{6.9}
1.9,5.0,sqrt,cube,mul,\sqrt{1.9} \times (5.0)^3
4.4,6.1,cos,cube,sub,\cos(4.4) - (6.1)^3
2.6,3.9,square,sin,add,(2.6)^2 + \sin(3.9)
5.3,8.7,sqrt,cube,div,\frac{\sqrt{5.3}}{(8.7)^3}
3.8,6.7,log,cos,div,\frac{\log(3.8)}{\cos(6.7)}
1.0,7.6,square,sin,mul,(1.0)^2 \times \sin(7.6)
3.8,5.3,cube,square,sub,(3.8)^3 - (5.3)^2
4.7,6.3,log,sqrt,sub,\log(4.7) - \sqrt{6.3}
5.5,9.6,exp,none,mul,\exp(5.5) \times 9.6
4.0,6.0,sqrt,sin,sub,\sqrt{4.0} - \sin(6.0)
1.3,6.0,sqrt,square,div,\frac{\sqrt{1.3}}{(6.0)^2}
4.1,9.3,none,cos,sub,4.1 - \cos(9.3)
1.5,4.8,square,cos,mul,(1.5)^2 \times \cos(4.8)
2.0,7.1,log,square,mul,\log(2.0) \times (7.1)^2
2.0,6.2,cube,sqrt,mul,(2.0)^3 \times \sqrt{6.2}
2.5,5.0,log,sin,mul,\log(2.5) \times \sin(5.0)
4.5,9.5,sin,none,sub,\sin(4.5) - 9.5
2.9,4.1,cos,cos,div,\frac{\cos(2.9)}{\cos(4.1)}
3.9,4.1,tan,cos,add,\tan(3.9) + \cos(4.1)
2.2,6.4,cube,cos,sub,(2.2)^3 - \cos(6.4)
4.7,9.8,log,square,sub,\log(4.7) - (9.8)^2
3.9,8.2,tan,square,add,\tan(3.9) + (8.2)^2
3.4,8.1,none,sqrt,add,3.4 + \sqrt{8.1}
3.0,7.4,exp,sin,add,\exp(3.0) + \sin(7.4)
3.5,6.4,log,cube,mul,\log(3.5) \times (6.4)^3
1.3,7.0,sin,cos,add,\sin(1.3) + \cos(7.0)
1.9,5.6,none,none,div,\frac{1.9}{5.6}
5.7,4.1,square,cos,sub,(5.7)^2 - \cos(4.1)
1.0,5.8,exp,none,mul,\exp(1.0) \times 5.8
4.0,7.9,log,none,mul,\log(4.0) \times 7.9
3.5,5.7,log,none,mul,\log(3.5) \times 5.7
3.7,3.6,sqrt,cos,mul,\sqrt{3.7} \times \cos(3.6)
1.8,7.5,none,sin,sub,1.8 - \sin(7.5)
3.8,5.5,none,square,div,\frac{3.8}{(5.5)^2}
4.5,6.6,sin,cos,sub,\sin(4.5) - \cos(6.6)
4.0,5.2,exp,sqrt,add,\exp(4.0) + \sqrt{5.2}
5.1,7.7,none,none,mul,5.1 \times 7.7
1.8,8.8,sqrt,sqrt,div,\frac{\sqrt{1.8}}{\sqrt{8.8}}
4.4,7.6,none,square,add,4.4 + (7.6)^2
0.9,4.3,log,tan,div,\frac{\log(0.9)}{\tan(4.3)}
4.4,7.1,none,sqrt,div,\frac{4.4}{\sqrt{7.1}}
0.4,6.8,tan,cos,add,\tan(0.4) + \cos(6.8)
2.1,4.7,sqrt,none,add,\sqrt{2.1} + 4.7
4.6,7.1,cube,log,mul,(4.6)^3 \times \log(7.1)
0.8,5.6,log,none,sub,\log(0.8) - 5.6
2.8,6.8,tan,cos,sub,\tan(2.8) - \cos(6.8)
4.3,4.5,square,sqrt,add,(4.3)^2 + \sqrt{4.5}
1.2,6.1,sqrt,cos,sub,\sqrt{1.2} - \cos(6.1)
3.3,4.9,sin,sqrt,div,\frac{\sin(3.3)}{\sqrt{4.9}}
2.1,6.5,cube,exp,add,(2.1)^3 + \exp(6.5)
2.0,6.7,none,square,add,2.0 + (6.7)^2
0.1,5.5,cos,none,mul,\cos(0.1) \times 5.5
2.2,3.5,cos,square,add,\cos(2.2) + (3.5)^2
4.2,5.9,log,none,div,\frac{\log(4.2)}{5.9}
4.3,5.2,sqrt,none,sub,\sqrt{4.3} - 5.2
0.5,7.8,sin,sin,mul,\sin(0.5) \times \sin(7.8)
4.5,5.1,log,sin,sub,\log(4.5) - \sin(5.1)
3.7,7.7,none,exp,mul,3.7 \times \exp(7.7)
2.3,6.6,log,log,add,\log(2.3) + \log(6.6)
4.4,6.8,log,cos,div,\frac{\log(4.4)}{\cos(6.8)}
2.8,3.9,sqrt,sin,div,\frac{\sqrt{2.8}}{\sin(3.9)}
5.1,7.5,log,log,add,\log(5.1) + \log(7.5)
3.3,6.4,none,sqrt,div,\frac{3.3}{\sqrt{6.4}}
6.0,4.9,log,sin,add,\log(6.0) + \sin(4.9)
4.5,6.8,log,none,add,\log(4.5) + 6.8
5.7,8.5,cos,none,mul,\cos(5.7) \times 8.5
3.5,7.0,sqrt,exp,add,\sqrt{3.5} + \exp(7.0)
3.1,5.1,cube,sqrt,mul,(3.1)^3 \times \sqrt{5.1}
3.8,8.9,none,none,add,3.8 + 8.9
1.2,9.8,none,square,div,\frac{1.2}{(9.8)^2}
2.8,8.3,log,sqrt,sub,\log(2.8) - \sqrt{8.3}
4.2,9.9,square,none,div,\frac{(4.2)^2}{9.9}
1.4,7.7,none,none,mul,1.4 \times 7.7
0.7,4.5,tan,sqrt,sub,\tan(0.7) - \sqrt{4.5}
5.2,6.5,tan,sqrt,add,\tan(5.2) + \sqrt{6.5}
2.9,5.5,sin,sin,mul,\sin(2.9) \times \sin(5.5)
3.3,6.7,cube,square,sub,(3.3)^3 - (6.7)^2
2.1,5.9,tan,cos,mul,\tan(2.1) \times \cos(5.9)
1.1,3.6,cos,square,add,\cos(1.1) + (3.6)^2
4.5,8.7,cube,cos,div,\frac{(4.5)^3}{\cos(8.7)}
0.9,5.8,cos,sqrt,mul,\cos(0.9) \times \sqrt{5.8}
5.8,9.9,log,none,sub,\log(5.8) - 9.9
0.6,5.5,tan,exp,add,\tan(0.6) + \exp(5.5)
5.1,7.0,none,exp,add,5.1 + \exp(7.0)
2.5,5.4,sqrt,none,mul,\sqrt{2.5} \times 5.4
4.8,5.9,square,square,mul,(4.8)^2 \times (5.9)^2
2.8,7.1,log,none,sub,\log(2.8) - 7.1
3.5,6.6,cube,log,add,(3.5)^3 + \log(6.6)
1.2,5.5,cos,sqrt,mul,\cos(1.2) \times \sqrt{5.5}
2.3,5.5,none,cos,sub,2.3 - \cos(5.5)
0.1,5.7,none,none,sub,0.1 - 5.7
2.6,8.3,sin,sin,add,\sin(2.6) + \sin(8.3)
2.7,6.3,sqrt,cos,mul,\sqrt{2.7} \times \cos(6.3)
2.5,6.9,sqrt,square,mul,\sqrt{2.5} \times (6.9)^2
4.0,3.4,log,log,div,\frac{\log(4.0)}{\log(3.4)}
2.1,7.0,log,cos,mul,\log(2.1) \times \cos(7.0)
1.4,5.4,square,cos,add,(1.4)^2 + \cos(5.4)
4.2,5.3,exp,cos,mul,\exp(4.2) \times \cos(5.3)
2.5,4.5,square,sin,mul,(2.5)^2 \times \sin(4.5)
3.7,5.1,cube,square,add,(3.7)^3 + (5.1)^2
4.6,6.0,cube,tan,sub,(4.6)^3 - \tan(6.0)
1.5,5.8,log,none,add,\log(1.5) + 5.8
1.2,5.2,tan,square,sub,\tan(1.2) - (5.2)^2
4.6,6.7,none,cos,sub,4.6 - \cos(6.7)
4.1,5.3,square,none,mul,(4.1)^2 \times 5.3
5.0,6.1,cos,log,sub,\cos(5.0) - \log(6.1)
0.9,7.0,sqrt,square,div,\frac{\sqrt{0.9}}{(7.0)^2}
1.0,7.0,none,none,mul,1.0 \times 7.0
2.9,5.7,exp,none,add,\exp(2.9) + 5.7
0.2,4.8,square,sin,add,(0.2)^2 + \sin(4.8)
2.0,5.1,cube,sin,add,(2.0)^3 + \sin(5.1)
0.6,4.5,log,sin,add,\log(0.6) + \sin(4.5)
3.2,8.6,square,sqrt,add,(3.2)^2 + \sqrt{8.6}
2.4,5.4,sqrt,sqrt,add,\sqrt{2.4} + \sqrt{5.4}
4.0,6.5,none,cos,mul,4.0 \times \cos(6.5)
2.6,8.9,none,square,add,2.6 + (8.9)^2
3.5,8.4,log,sqrt,div,\frac{\log(3.5)}{\sqrt{8.4}}
2.1,6.6,sin,cube,sub,\sin(2.1) - (6.6)^3
1.3,4.1,none,none,mul,1.3 \times 4.1
2.7,7.5,none,sin,add,2.7 + \sin(7.5)
4.2,5.6,square,square,add,(4.2)^2 + (5.6)^2
1.5,6.7,log,square,add,\log(1.5) + (6.7)^2
3.0,3.5,cube,none,add,(3.0)^3 + 3.5
1.8,7.0,cube,sqrt,add,(1.8)^3 + \sqrt{7.0}
3.7,4.8,square,cos,div,\frac{(3.7)^2}{\cos(4.8)}
2.2,6.6,none,sin,mul,2.2 \times \sin(6.6)
4.4,5.4,cube,none,mul,(4.4)^3 \times 5.4
4.0,9.4,sin,log,mul,\sin(4.0) \times \log(9.4)
3.5,3.1,none,sin,sub,3.5 - \sin(3.1)
3.7,3.8,log,none,mul,\log(3.7) \times 3.8
2.9,4.1,sqrt,cos,sub,\sqrt{2.9} - \cos(4.1)
0.2,6.9,square,sin,sub,(0.2)^2 - \sin(6.9)
5.9,8.9,sin,sqrt,sub,\sin(5.9) - \sqrt{8.9}
5.0,5.8,none,log,add,5.0 + \log(5.8)
0.8,5.8,none,cube,add,0.8 + (5.8)^3
4.8,5.1,tan,exp,sub,\tan(4.8) - \exp(5.1)
1.0,6.7,square,sqrt,div,\frac{(1.0)^2}{\sqrt{6.7}}
1.8,5.0,exp,log,sub,\exp(1.8) - \log(5.0)
3.1,5.6,cube,square,add,(3.1)^3 + (5.6)^2
2.4,9.6,tan,cos,mul,\tan(2.4) \times \cos(9.6)
4.3,6.4,log,none,mul,\log(4.3) \times 6.4
4.2,6.3,square,cube,add,(4.2)^2 + (6.3)^3
3.2,4.4,square,log,mul,(3.2)^2 \times \log(4.4)
1.9,4.2,sqrt,none,add,\sqrt{1.9} + 4.2
3.4,7.4,cube,log,sub,(3.4)^3 - \log(7.4)
3.3,4.6,cube,sqrt,sub,(3.3)^3 - \sqrt{4.6}
0.4,9.6,sqrt,sqrt,add,\sqrt{0.4} + \sqrt{9.6}
4.3,8.0,exp,exp,sub,\exp(4.3) - \exp(8.0)
3.8,7.8,square,sqrt,mul,(3.8)^2 \times \sqrt{7.8}
4.5,6.2,sqrt,log,div,\frac{\sqrt{4.5}}{\log(6.2)}
3.9,4.8,tan,log,add,\tan(3.9) + \log(4.8)
2.8,7.2,cos,log,add,\cos(2.8) + \log(7.2)
