price,review_time,rating,category,verified,brand,title,description,review_text,summary
15.0,2203.0,5.0,Biographies & Memoirs > Arts & Literature,True,Roseanne Barr,Roseannearchy: Dispatches from the Nut Farm,"""Roseanne kills me--always has, and I think you will be as tickled as I was that she now has aimed her take-no-prisoners, ovaries-to-the-wall attitude to politics. Welcome back, Crazy.""",Very funny and insightful book. Roseanne has very challenging ideas that push the boundaries of how we are supposed to think.,Get This
26.25,2801.0,5.0,"Health, Fitness & Dieting > Psychology & Counseling",True,Visit Amazon's Steven Pressfield Page,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,"Steven Pressfield is the author of international bestsellers The Legend of Bagger Vance, Gates of Fire, Tides of War, and Last of the Amazons.",Challenging my thinking and bringing a new awareness to what my real challenges are as an entrepreneur.,Fantastic insights for anyone wanting to change the world!
18.59,560.0,5.0,"Crafts, Hobbies & Home > Crafts & Hobbies",False,Visit Amazon's Sue Whiting Page,Ribbon Embroidery (The Anchor Book),the book has step-by-step diagrams,"I have all six books in the series, and I love them all.  They are well written; the directions are clear; and the pictures and diagrams are easy to follow.  Buy them all!",The Anchor Book series of stitches
9.91,2450.0,5.0,Literature & Fiction > Contemporary,True,Visit Amazon's Lisa Jackson Page,The Morning After,"When you are buried alive, no one can hear you scream.",satisfied,Five Stars
5.0,2724.0,5.0,Children's Books > Growing Up & Facts of Life,False,Visit Amazon's Suzanne Collins Page,The Hunger Games (Book 1),<b>Praise for <i>The Hunger Games</i></b>,Loved it! This book really got me interested with the series!,Five Stars
12.99,2080.0,2.0,Business & Money > Insurance,True,"Jae W. Oh, CLU(r) ChFC(r)","Maximize Your Medicare (2013 Edition): Understanding Medicare, Protecting Your Health, and Minimizing Costs",There are many reasons I wrote<i>Maximize Your Medicare</i>.<br />,"There are many other publications out there that can give you a simplified overview, including the one provided by the government.  This was a waste of money.",overly complex and very negative!
6.39,2457.0,5.0,Literature & Fiction > Poetry,True,Visit Amazon's Maya Angelou Page,I Know Why the Caged Bird Sings,"<i>I Know Why the Caged Bird Sings</i> liberates the reader into life simply because Maya Angelou confronts her own life with such a moving wonder, such a luminous dignity.<b>James Baldwin</b><br /><br /><br /><i>From the Hardcover edition.</i>",love maya,Five Stars
14.57,2261.0,4.0,"Mystery, Thriller & Suspense > Mystery",True,Visit Amazon's Sylvia Nobel Page,Deadly Sanctuary (Kendall O'Dell Mystery series),"""Deadly Sanctuary is a literary rollercoaster ride of suspense, an outstanding mystery from first to last"" -The Midwest Book Review",A fast read  hope to read another book by Sylvia Nobel soon Hope to read another  . Kendall Odell .mystery soon,Good book
4.9,1801.0,5.0,Biographies & Memoirs > Historical,True,Visit Amazon's Cormac O'Brien Page,Secret Lives of the First Ladies,<b>Cormac O’Brian</b> is the author of <i>Secret Lives of the U.S. Presidents</i> and <i>Secret Lives of the Civil War</i>. He lives with his wife in New Jersey.,It was a very interesting and easy read.  It gave information about each first lady that you may not have known.,Gramma G
11.72,2826.0,5.0,Teen & Young Adult > Science Fiction & Fantasy,True,Visit Amazon's Fujino Omori Page,"Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side: Sword Oratoria, Vol. 3 (light novel)","Fujino Omori is the author of the hilarious fantasy light novel series, <i>Is it Wrong to Try to Pick Up Girls in a Dungeon?</i>",Everything was as expected.,Five Stars
9.41,1889.0,5.0,Christian Books & Bibles > Theology,True,Visit Amazon's Joshua Harris Page,Not Even a Hint: Guarding Your Heart Against Lust,"Joshua Harris lives outside Washington, D.C., in Gaithersburg, Maryland, where he is a pastor at Covenant Life Church. He speaks nationally and leads an annual conference for college students called New Attitude. Joshua and his wife Shannon have two children.",this book has been helpful and enlightening. we oftentimes misconstrue or misunderstand the feelings of love with the feelings of lust.,sweet read!
4.95,2746.0,5.0,"Crafts, Hobbies & Home > Pets & Animal Care",True,Patricia B. McConnell Ph.D.,I'll be Home Soon: How to Prevent and Treat Separation Anxiety.,"""This little booklet saved both my life and the life of my Weimaraner, Misty. Misty's separation anxiety was so serious that she went through a glass window, badly lacerating herself in the process."" --Sharon Stern and Misty the Weimaraner",Helped me pass certification-,Good book
4.99,2271.0,5.0,Songbooks > Blank Sheet Music,True,Hal Leonard,Standard Wirebound Manuscript Paper (Green Cover),(Manuscript Paper). 96-page wirebound book; 12 staves per page; 8 1/2 x 11 ; Music Notation Guide.,"I havent' used it yet, but I can see it's going to work just great, the pages are crisp and white and easy to turn because it's spiral bound.",Good quality
3.5,2434.0,3.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's Jonas Clark Page,How Jezebel Hijacks Prophetic Ministry,"Jezebel knows how to hijack prophetic ministry. Christ warned His disciples of Jezebel's demonic influence and admonished them not to tolerate her presence. Some, however, do not understand His instruction and have found themselves easy prey for her demonic devices.",TRUTH,IT'S FOR REAL
9.99,2036.0,3.0,Children's Books > Classics,True,Visit Amazon's Jennifer Adams Page,Moby-Dick: A BabyLit Ocean Primer,"<p.for the="""" booksellers="""" at="""" king's="""" english="""" bookshop="""" j.a.="""" <="""" p=""""> </p.for>",I guess I was a little disappointed and thought this was going to be more of the story of Moby Dick and not just a picture/word book.,great for babies
29.35,2615.0,5.0,Christian Books & Bibles > Bible Study & Reference,True,Visit Amazon's Grant R. Osborne Page,Revelation (Baker Exegetical Commentary on the New Testament),"<b>Grant R. Osborne</b> (1942-2018; PhD, University of Aberdeen) was professor of New Testament at Trinity Evangelical Divinity School. He wrote a number of books, including <i>The Hermeneutical Spiral</i>.",Great condition and excellent commentary,Recommended
18.75,2056.0,5.0,"Mystery, Thriller & Suspense > Mystery",True,Visit Amazon's Quentin Bates Page,Frozen Assets: Introducing the Gunnhilder Mystery Series Set in Iceland,"<span class=""h1""><strong>A Note to Readers from Quentin Bates</strong></span>","Police procedure classic, Gunna is a great character, the setting is well drawn, so the reader is taken there.
It got me wanting a prawn sandwich and smelling fish!",A real find
6.99,2138.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Brenda Jackson Page,Secret Love (Madaris Family Saga),"""MS. JACKSON HAS CREATED ANOTHER SEDUCTIVELY SENSUAL LOVE STORY"".<P>-- Romantic Times Top Pick on Fire and Desire",Brenda Jackson's Madaris family saga is awesome. Her writing pulls you in from the moment the couple feels the attraction with each other,another great read
1.99,2795.0,5.0,Christian Books & Bibles > Worship & Devotion,True,Visit Amazon's Trevor Hudson Page,The Serenity Prayer,"Trevor Hudson is a Methodist minister, pastoral therapist, and retreat leader in South Africa. He is the author of several books and travels widely to conduct conferences, workshops, and retreats.",Great. Love this.,Five Stars
10.95,2460.0,5.0,Science Fiction & Fantasy > Fantasy,True,Visit Amazon's Lucas Thorn Page,Nysta: Revenge of the Elf (Volume 1),"<b>Australian writer, Lucas Thorn, is the author of the Nysta series which begins with the action-packed Revenge of the Elf, published from June 2012.<br /><br />He tells very poor jokes.</b>",Enjoyed this book and are looking forward to reading book 2,Good Start on Series
13.59,2545.0,3.0,Science Fiction & Fantasy > Science Fiction,True,Visit Amazon's Jennifer Foehner Wells Page,Fluency (Confluence),"""Okay, I am loving, loving, loving ""Fluency"" by @Jenthulhu. This sci-fi novel is flat out AMAZING. READ IT."" (<i>Brianna Wu,independent video game developer and cofounder of Giant Spacekat</i>)<br /><br />",Good read.,Three Stars
3.99,2623.0,5.0,"Crafts, Hobbies & Home > Antiques & Collectibles",True,Whitman Publishing,"Coin Folders Dimes: Mercury, 1916-1945 (Official Whitman Coin Folder)",A coin collection book with slots for Roosevelt Dimes from 1965 to 1997.,Great Storage even for a few coins,Good Storage
7.94,2445.0,5.0,Romance > Historical,True,Visit Amazon's Fern Michaels Page,Captive Passions: A Novel,ns clashed in a battle for revenge....Their love held captive by desire...<br />Only Fern Michaels could tell this exotic tale of passion and adventure on the lusty high seas!,Love all her books she is one of my favorite Authors,Five Stars
26.25,2408.0,5.0,"Health, Fitness & Dieting > Psychology & Counseling",True,Visit Amazon's Steven Pressfield Page,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,"Steven Pressfield is the author of international bestsellers The Legend of Bagger Vance, Gates of Fire, Tides of War, and Last of the Amazons.",Love this book! The War of Art is one of my favorites. I keep it handy in moments of resistance!,Love this book
4.94,2661.0,2.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's A. E. Moorat Page,Queen Victoria: Demon Hunter,Unusual book,"It's OK for a fast junk read. Lots of action, though pretty predictable. I expect there will be more to follow.",Queen Victoria the slaughterer
14.3,1855.0,5.0,Politics & Social Sciences > Politics & Government,True,Visit Amazon's M L Stedman Page,The Light Between Oceans: The heartbreaking Richard and Judy bestseller,Light Between Oceans,"I could not put this book down--even though I knew what needed to happen at the end, I was amazed how the author lead me through the story to find a bittersweet ending for all characters.  It is a must read. I do not belong to a book club in my community, but this would be an excellent book to discuss",Amazing
13.04,2606.0,5.0,Books > Children's Books,False,Visit Amazon's Dr. Seuss Page,Cat in the Hat Song Book,"The Cat in the Hat Song Book by Dr. Seuss: 19 Seuss-Songs for Beginning Singers. Piano Score and Guitar Chords by Eugene Poddany. | Random House, Inc. / William Collins Sons & Co. Ltd. | 1968 | 0001951076",Great book for young kids!!!,Great Book
8.52,1482.0,5.0,Literature & Fiction > Contemporary,False,Visit Amazon's Hermann Hesse Page,Narziss and Goldmund,"300p grey paperback with illustrated card cover, minor traces of use, pages clean",This is my favorite of his books that I've read so far.  Similar to Knulp and Sidartha this book deals with the grand questions of life.  A must read of adolescents.,Hess at his best
7.15,2837.0,5.0,History > Asia,True,Visit Amazon's Yeonmi Park Page,In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park is a human rights activist who was born in North Korea.,Yeonmi struggles against brainwashing and daily obstacles to stay alive.  She does this by her wits. This book opened my eyes to the current misery that the North Korean citizens face everyday without the knowledge of the truth. PJ,Incredible Story
9.99,2179.0,5.0,Science Fiction & Fantasy > Fantasy,True,Visit Amazon's A.J. Aaron Page,Reluctant Gods,<span>by Danita Dyess for Readers' Favorite</span>,Nice fast developing fantasy.  Simple plot but one which will allow lots of development as a series. I was entertained to th point where I ignored a long awaited book from a favorite series to finish this one. Downloaded it as an afterthought but now I will look for other works from a j aaron,I would buy it
11.48,2638.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Edgar Rice Burroughs Page,A Princess of Mars (Penguin Classics),Might it really be possible—in fact and not fancy—to venture with John Carter to the Kingdom of Helium on the planet Mars? (Carl Sagan),Great Book.  Love the Author.,Great Book. Love the Author
